MemberID,Gender,Age,AgeGroup,JoinDate,MembershipPlan,MonthlyFee,PlanPrice,Status,PreferredClass,City
M0301,Female,56,55+,2024-01-12,Basic,29.99,29.99,Expired,Spin,Faisalabad
M0302,Female,54,45-54,2022-08-30,Standard,49.99,49.99,Active,Cardio,Lahore
M0303,Female,38,35-44,2024-09-21,Basic,29.99,29.99,Expired,Zumba,Faisalabad
M0304,Male,35,35-44,2023-05-25,Basic,29.99,29.99,Active,Yoga,Faisalabad
M0305,Male,58,55+,2023-07-08,Premium,79.99,79.99,Cancelled,CrossFit,Lahore
M0306,Male,46,45-54,2023-03-01,Premium,79.99,79.99,Active,HIIT,Karachi
M0307,Male,51,45-54,2022-08-20,Standard,49.99,49.99,Expired,Pilates,Lahore
M0308,Male,62,55+,2022-03-20,Annual,33.33,399.99,Active,CrossFit,Rawalpindi
M0309,Male,25,25-34,2023-03-25,Standard,49.99,49.99,Active,Strength Training,Lahore
M0310,Female,37,35-44,2023-02-12,Basic,29.99,29.99,Active,HIIT,Multan
M0311,Male,45,45-54,2023-03-12,Premium,79.99,79.99,Expired,HIIT,Faisalabad
M0312,Male,27,25-34,2024-02-12,Premium,79.99,79.99,Expired,CrossFit,Rawalpindi
M0313,Male,20,18-24,2022-12-26,Standard,49.99,49.99,Active,Pilates,Rawalpindi
M0314,Female,27,25-34,2022-06-18,Annual,33.33,399.99,Active,Cardio,Islamabad
M0315,Female,48,45-54,2024-02-09,Standard,49.99,49.99,Expired,CrossFit,Rawalpindi
M0316,Male,35,35-44,2023-06-07,Basic,29.99,29.99,Active,Yoga,Islamabad
M0317,Male,39,35-44,2024-04-25,Standard,49.99,49.99,Expired,Cardio,Faisalabad
M0318,Male,49,45-54,2023-11-17,Basic,29.99,29.99,Cancelled,Zumba,Lahore
M0319,Male,30,25-34,2024-02-19,Annual,33.33,399.99,Active,Pilates,Multan
M0320,Male,28,25-34,2022-08-26,Premium,79.99,79.99,Expired,Pilates,Islamabad
M0321,Male,19,18-24,2023-06-18,Standard,49.99,49.99,Expired,Zumba,Rawalpindi
M0322,Female,40,35-44,2022-10-10,Annual,33.33,399.99,Active,Spin,Multan
M0323,Male,36,35-44,2023-02-25,Standard,49.99,49.99,Active,Pilates,Rawalpindi
M0324,Female,18,18-24,2022-05-16,Standard,49.99,49.99,Active,Strength Training,Lahore
M0325,Female,38,35-44,2024-05-23,Premium,79.99,79.99,Active,Zumba,Islamabad
M0326,Female,26,25-34,2024-07-11,Premium,79.99,79.99,Active,Pilates,Karachi
M0327,Male,31,25-34,2023-08-25,Premium,79.99,79.99,Cancelled,HIIT,Faisalabad
M0328,Female,23,18-24,2024-11-09,Standard,49.99,49.99,Active,Spin,Karachi
M0329,Female,27,25-34,2022-05-12,Standard,49.99,49.99,Expired,Strength Training,Karachi
M0330,Male,55,55+,2024-04-01,Premium,79.99,79.99,Active,Cardio,Lahore
M0331,Male,21,18-24,2024-07-29,Basic,29.99,29.99,Expired,Strength Training,Faisalabad
M0332,Female,41,35-44,2022-12-02,Basic,29.99,29.99,Expired,HIIT,Islamabad
M0333,Male,63,55+,2022-06-08,Basic,29.99,29.99,Active,CrossFit,Faisalabad
M0334,Female,48,45-54,2025-01-04,Premium,79.99,79.99,Expired,Strength Training,Faisalabad
M0335,Male,50,45-54,2024-01-10,Basic,29.99,29.99,Expired,Cardio,Lahore
M0336,Male,62,55+,2024-02-02,Premium,79.99,79.99,Expired,Pilates,Rawalpindi
M0337,Other,23,18-24,2023-10-22,Premium,79.99,79.99,Active,Cardio,Islamabad
M0338,Male,27,25-34,2022-05-17,Annual,33.33,399.99,Active,Spin,Islamabad
M0339,Female,62,55+,2022-09-11,Standard,49.99,49.99,Expired,Strength Training,Karachi
M0340,Male,46,45-54,2023-07-01,Standard,49.99,49.99,Cancelled,Cardio,Lahore
M0341,Female,23,18-24,2024-07-05,Standard,49.99,49.99,Active,Pilates,Karachi
M0342,Male,23,18-24,2024-07-19,Standard,49.99,49.99,Expired,Pilates,Rawalpindi
M0343,Female,42,35-44,2022-07-07,Standard,49.99,49.99,Cancelled,Pilates,Rawalpindi
M0344,Male,52,45-54,2023-09-10,Basic,29.99,29.99,Active,Pilates,Karachi
M0345,Male,53,45-54,2022-07-24,Basic,29.99,29.99,Active,Cardio,Karachi
M0346,Female,50,45-54,2022-09-07,Standard,49.99,49.99,Active,Pilates,Karachi
M0347,Female,32,25-34,2023-11-03,Premium,79.99,79.99,Cancelled,Spin,Karachi
M0348,Other,54,45-54,2023-05-07,Premium,79.99,79.99,Expired,HIIT,Faisalabad
M0349,Female,38,35-44,2024-09-10,Standard,49.99,49.99,Active,Yoga,Faisalabad
M0350,Male,59,55+,2023-03-01,Basic,29.99,29.99,Expired,Pilates,Lahore
M0351,Female,45,45-54,2023-08-16,Annual,33.33,399.99,Active,Yoga,Multan
M0352,Female,23,18-24,2022-06-26,Standard,49.99,49.99,Active,HIIT,Faisalabad
M0353,Female,51,45-54,2022-01-22,Premium,79.99,79.99,Expired,Strength Training,Faisalabad
M0354,Female,27,25-34,2023-08-11,Basic,29.99,29.99,Active,Strength Training,Lahore
M0355,Male,43,35-44,2024-08-17,Standard,49.99,49.99,Cancelled,Pilates,Rawalpindi
M0356,Female,32,25-34,2022-08-02,Basic,29.99,29.99,Active,Cardio,Multan
M0357,Male,19,18-24,2024-09-27,Standard,49.99,49.99,Expired,Pilates,Islamabad
M0358,Male,23,18-24,2024-12-03,Standard,49.99,49.99,Active,Zumba,Lahore
M0359,Male,28,25-34,2023-01-14,Standard,49.99,49.99,Expired,HIIT,Rawalpindi
M0360,Female,25,25-34,2023-04-21,Premium,79.99,79.99,Active,Zumba,Multan
M0361,Male,19,18-24,2023-07-08,Standard,49.99,49.99,Expired,Strength Training,Faisalabad
M0362,Male,55,55+,2022-09-16,Annual,33.33,399.99,Active,Yoga,Faisalabad
M0363,Female,21,18-24,2024-07-16,Premium,79.99,79.99,Active,Pilates,Multan
M0364,Other,33,25-34,2023-06-28,Basic,29.99,29.99,Expired,Spin,Faisalabad
M0365,Female,55,55+,2023-11-01,Standard,49.99,49.99,Active,Strength Training,Islamabad
M0366,Male,51,45-54,2022-05-11,Standard,49.99,49.99,Expired,Pilates,Faisalabad
M0367,Female,55,55+,2022-08-15,Basic,29.99,29.99,Cancelled,Strength Training,Rawalpindi
M0368,Male,41,35-44,2024-07-31,Premium,79.99,79.99,Active,Strength Training,Rawalpindi
M0369,Female,45,45-54,2023-04-21,Standard,49.99,49.99,Active,Pilates,Lahore
M0370,Male,64,55+,2024-09-07,Standard,49.99,49.99,Cancelled,Strength Training,Lahore
M0371,Female,22,18-24,2022-10-06,Standard,49.99,49.99,Active,Pilates,Islamabad
M0372,Male,51,45-54,2024-07-19,Basic,29.99,29.99,Expired,CrossFit,Rawalpindi
M0373,Female,18,18-24,2024-12-06,Basic,29.99,29.99,Cancelled,Zumba,Islamabad
M0374,Male,32,25-34,2023-05-31,Annual,33.33,399.99,Active,Strength Training,Lahore
M0375,Male,29,25-34,2024-08-06,Premium,79.99,79.99,Cancelled,Yoga,Islamabad
M0376,Female,23,18-24,2024-04-24,Annual,33.33,399.99,Active,Zumba,Islamabad
M0377,Male,25,25-34,2024-06-06,Standard,49.99,49.99,Active,Strength Training,Multan
M0378,Female,31,25-34,2023-08-19,Basic,29.99,29.99,Active,Zumba,Multan
M0379,Female,36,35-44,2022-03-24,Annual,33.33,399.99,Expired,Cardio,Faisalabad
M0380,Female,36,35-44,2024-12-22,Standard,49.99,49.99,Expired,Pilates,Multan
M0381,Male,50,45-54,2023-11-07,Basic,29.99,29.99,Active,Yoga,Multan
M0382,Female,47,45-54,2024-03-31,Basic,29.99,29.99,Active,Strength Training,Rawalpindi
M0383,Male,63,55+,2024-09-14,Annual,33.33,399.99,Active,CrossFit,Faisalabad
M0384,Male,52,45-54,2024-12-21,Premium,79.99,79.99,Active,Pilates,Karachi
M0385,Male,20,18-24,2023-10-23,Basic,29.99,29.99,Cancelled,Spin,Faisalabad
M0386,Male,18,18-24,2024-11-24,Premium,79.99,79.99,Cancelled,Zumba,Rawalpindi
M0387,Male,58,55+,2023-03-14,Standard,49.99,49.99,Expired,Cardio,Faisalabad
M0388,Female,37,35-44,2023-02-10,Standard,49.99,49.99,Expired,Strength Training,Rawalpindi
M0389,Female,62,55+,2022-12-14,Basic,29.99,29.99,Active,Cardio,Karachi
M0390,Male,40,35-44,2022-12-13,Premium,79.99,79.99,Active,Pilates,Lahore
M0391,Male,25,25-34,2023-07-27,Standard,49.99,49.99,Active,HIIT,Lahore
M0392,Male,57,55+,2023-03-17,Standard,49.99,49.99,Active,CrossFit,Faisalabad
M0393,Male,25,25-34,2023-10-15,Standard,49.99,49.99,Cancelled,Cardio,Lahore
M0394,Male,59,55+,2023-08-25,Standard,49.99,49.99,Active,Pilates,Lahore
M0395,Female,56,55+,2024-03-27,Standard,49.99,49.99,Active,Zumba,Faisalabad
M0396,Male,63,55+,2024-02-18,Basic,29.99,29.99,Active,CrossFit,Rawalpindi
M0397,Female,62,55+,2022-01-19,Standard,49.99,49.99,Cancelled,CrossFit,Lahore
M0398,Female,25,25-34,2023-08-25,Annual,33.33,399.99,Expired,Pilates,Multan
M0399,Female,37,35-44,2024-10-01,Premium,79.99,79.99,Active,HIIT,Rawalpindi
M0400,Male,54,45-54,2024-09-16,Premium,79.99,79.99,Expired,Cardio,Rawalpindi
M0401,Male,56,55+,2022-11-28,Basic,29.99,29.99,Active,Spin,Lahore
M0402,Male,27,25-34,2022-07-21,Standard,49.99,49.99,Expired,Strength Training,Multan
M0403,Female,37,35-44,2023-12-14,Standard,49.99,49.99,Cancelled,Spin,Karachi
M0404,Female,34,25-34,2023-01-22,Standard,49.99,49.99,Active,Cardio,Islamabad
M0405,Female,43,35-44,2022-08-23,Standard,49.99,49.99,Expired,Pilates,Lahore
M0406,Female,55,55+,2022-08-11,Standard,49.99,49.99,Cancelled,Pilates,Islamabad
M0407,Female,55,55+,2023-02-24,Premium,79.99,79.99,Active,Cardio,Rawalpindi
M0408,Male,40,35-44,2022-07-14,Annual,33.33,399.99,Cancelled,CrossFit,Karachi
M0409,Male,24,18-24,2023-11-10,Standard,49.99,49.99,Active,CrossFit,Lahore
M0410,Female,35,35-44,2023-07-13,Basic,29.99,29.99,Active,Strength Training,Islamabad
M0411,Female,22,18-24,2022-05-06,Standard,49.99,49.99,Active,CrossFit,Rawalpindi
M0412,Male,22,18-24,2024-04-12,Basic,29.99,29.99,Active,CrossFit,Islamabad
M0413,Male,63,55+,2022-03-16,Basic,29.99,29.99,Active,CrossFit,Islamabad
M0414,Male,47,45-54,2022-09-19,Premium,79.99,79.99,Active,HIIT,Faisalabad
M0415,Female,23,18-24,2022-06-19,Standard,49.99,49.99,Active,Cardio,Lahore
M0416,Male,34,25-34,2023-01-04,Basic,29.99,29.99,Expired,CrossFit,Multan
M0417,Female,30,25-34,2022-03-09,Annual,33.33,399.99,Active,Pilates,Faisalabad
M0418,Female,49,45-54,2022-12-09,Standard,49.99,49.99,Active,HIIT,Lahore
M0419,Female,61,55+,2022-12-07,Standard,49.99,49.99,Active,Cardio,Islamabad
M0420,Male,53,45-54,2023-04-28,Basic,29.99,29.99,Cancelled,Yoga,Islamabad
M0421,Male,36,35-44,2022-04-14,Standard,49.99,49.99,Expired,Spin,Rawalpindi
M0422,Male,36,35-44,2023-06-01,Standard,49.99,49.99,Active,Strength Training,Faisalabad
M0423,Female,38,35-44,2022-09-24,Standard,49.99,49.99,Active,Zumba,Rawalpindi
M0424,Female,29,25-34,2024-09-03,Premium,79.99,79.99,Active,Strength Training,Islamabad
M0425,Male,49,45-54,2023-10-28,Annual,33.33,399.99,Active,Zumba,Karachi
M0426,Female,34,25-34,2023-02-11,Standard,49.99,49.99,Active,Pilates,Islamabad
M0427,Female,64,55+,2022-03-23,Standard,49.99,49.99,Expired,Spin,Islamabad
M0428,Male,62,55+,2024-12-07,Annual,33.33,399.99,Active,Yoga,Lahore
M0429,Male,22,18-24,2024-04-19,Basic,29.99,29.99,Cancelled,Pilates,Faisalabad
M0430,Female,39,35-44,2022-10-14,Premium,79.99,79.99,Expired,Strength Training,Islamabad
M0431,Female,33,25-34,2024-06-24,Basic,29.99,29.99,Active,Yoga,Islamabad
M0432,Other,52,45-54,2023-11-27,Standard,49.99,49.99,Expired,CrossFit,Karachi
M0433,Female,20,18-24,2022-04-23,Basic,29.99,29.99,Active,Yoga,Faisalabad
M0434,Female,25,25-34,2022-01-01,Basic,29.99,29.99,Active,CrossFit,Lahore
M0435,Male,57,55+,2022-09-14,Premium,79.99,79.99,Expired,HIIT,Multan
M0436,Male,25,25-34,2023-02-18,Basic,29.99,29.99,Active,Cardio,Faisalabad
M0437,Female,33,25-34,2022-02-14,Annual,33.33,399.99,Active,Yoga,Karachi
M0438,Male,64,55+,2022-11-18,Basic,29.99,29.99,Active,HIIT,Islamabad
M0439,Male,44,35-44,2024-06-22,Basic,29.99,29.99,Active,Zumba,Faisalabad
M0440,Female,30,25-34,2022-11-17,Standard,49.99,49.99,Active,Spin,Islamabad
M0441,Male,49,45-54,2023-12-27,Basic,29.99,29.99,Expired,HIIT,Rawalpindi
M0442,Male,45,45-54,2023-10-22,Premium,79.99,79.99,Active,Spin,Multan
M0443,Female,40,35-44,2024-11-19,Standard,49.99,49.99,Active,Cardio,Multan
M0444,Female,58,55+,2024-04-29,Premium,79.99,79.99,Expired,Zumba,Lahore
M0445,Male,35,35-44,2024-09-17,Basic,29.99,29.99,Expired,Pilates,Lahore
M0446,Female,61,55+,2024-03-28,Standard,49.99,49.99,Active,Spin,Rawalpindi
M0447,Female,44,35-44,2023-09-25,Standard,49.99,49.99,Active,Cardio,Rawalpindi
M0448,Male,23,18-24,2024-06-29,Annual,33.33,399.99,Active,Cardio,Islamabad
M0449,Female,50,45-54,2023-02-05,Premium,79.99,79.99,Active,Yoga,Karachi
M0450,Male,30,25-34,2022-06-24,Basic,29.99,29.99,Expired,CrossFit,Rawalpindi
M0451,Male,47,45-54,2023-06-07,Annual,33.33,399.99,Active,Cardio,Islamabad
M0452,Male,56,55+,2024-03-20,Basic,29.99,29.99,Active,Yoga,Islamabad
M0453,Male,58,55+,2022-08-15,Standard,49.99,49.99,Active,Spin,Faisalabad
M0454,Male,55,55+,2022-01-31,Premium,79.99,79.99,Active,CrossFit,Multan
M0455,Male,26,25-34,2023-09-13,Premium,79.99,79.99,Active,Zumba,Rawalpindi
M0456,Male,61,55+,2022-10-01,Premium,79.99,79.99,Cancelled,CrossFit,Multan
M0457,Female,52,45-54,2024-12-24,Annual,33.33,399.99,Active,Yoga,Multan
M0458,Male,27,25-34,2022-02-23,Standard,49.99,49.99,Active,Spin,Multan
M0459,Male,20,18-24,2024-05-17,Annual,33.33,399.99,Active,Yoga,Rawalpindi
M0460,Male,53,45-54,2024-06-02,Basic,29.99,29.99,Active,HIIT,Multan
M0461,Male,57,55+,2022-04-29,Premium,79.99,79.99,Expired,Cardio,Islamabad
M0462,Male,23,18-24,2022-06-24,Premium,79.99,79.99,Active,CrossFit,Faisalabad
M0463,Male,29,25-34,2023-10-27,Premium,79.99,79.99,Active,Strength Training,Faisalabad
M0464,Female,26,25-34,2023-04-29,Standard,49.99,49.99,Cancelled,CrossFit,Lahore
M0465,Male,39,35-44,2024-09-09,Premium,79.99,79.99,Active,CrossFit,Islamabad
M0466,Female,30,25-34,2023-05-04,Annual,33.33,399.99,Active,Zumba,Rawalpindi
M0467,Female,22,18-24,2023-05-31,Annual,33.33,399.99,Cancelled,Cardio,Karachi
M0468,Male,43,35-44,2023-06-24,Premium,79.99,79.99,Active,HIIT,Lahore
M0469,Male,36,35-44,2022-01-26,Premium,79.99,79.99,Active,Spin,Rawalpindi
M0470,Male,18,18-24,2024-10-03,Basic,29.99,29.99,Expired,Cardio,Multan
M0471,Female,48,45-54,2022-08-04,Premium,79.99,79.99,Active,HIIT,Karachi
M0472,Female,50,45-54,2022-01-05,Standard,49.99,49.99,Active,Strength Training,Karachi
M0473,Male,63,55+,2022-01-15,Standard,49.99,49.99,Cancelled,Pilates,Multan
M0474,Male,63,55+,2023-08-21,Premium,79.99,79.99,Active,Pilates,Islamabad
M0475,Male,62,55+,2024-09-16,Annual,33.33,399.99,Active,Yoga,Lahore
M0476,Female,45,45-54,2022-11-27,Premium,79.99,79.99,Cancelled,Yoga,Rawalpindi
M0477,Male,29,25-34,2023-07-14,Standard,49.99,49.99,Cancelled,Yoga,Karachi
M0478,Other,35,35-44,2024-11-08,Basic,29.99,29.99,Active,Cardio,Rawalpindi
M0479,Female,34,25-34,2024-06-01,Premium,79.99,79.99,Active,Spin,Karachi
M0480,Female,25,25-34,2024-07-18,Premium,79.99,79.99,Active,Cardio,Multan
M0481,Female,37,35-44,2024-04-12,Standard,49.99,49.99,Expired,Pilates,Faisalabad
M0482,Male,53,45-54,2022-03-27,Standard,49.99,49.99,Cancelled,CrossFit,Rawalpindi
M0483,Female,57,55+,2022-06-20,Basic,29.99,29.99,Cancelled,CrossFit,Islamabad
M0484,Female,20,18-24,2024-02-29,Standard,49.99,49.99,Active,Spin,Karachi
M0485,Female,44,35-44,2024-01-10,Basic,29.99,29.99,Active,Yoga,Lahore
M0486,Female,37,35-44,2023-08-28,Standard,49.99,49.99,Expired,Strength Training,Islamabad
M0487,Female,46,45-54,2023-12-19,Standard,49.99,49.99,Cancelled,Strength Training,Karachi
M0488,Female,43,35-44,2022-11-20,Premium,79.99,79.99,Cancelled,Cardio,Karachi
M0489,Male,18,18-24,2022-11-11,Basic,29.99,29.99,Active,HIIT,Faisalabad
M0490,Male,38,35-44,2024-01-03,Standard,49.99,49.99,Expired,HIIT,Islamabad
M0491,Female,24,18-24,2023-02-07,Basic,29.99,29.99,Active,Spin,Faisalabad
M0492,Female,32,25-34,2023-04-07,Premium,79.99,79.99,Active,Spin,Faisalabad
M0493,Male,63,55+,2023-07-07,Basic,29.99,29.99,Expired,Yoga,Islamabad
M0494,Male,18,18-24,2024-04-15,Basic,29.99,29.99,Cancelled,CrossFit,Islamabad
M0495,Female,46,45-54,2022-02-09,Basic,29.99,29.99,Expired,HIIT,Rawalpindi
M0496,Female,40,35-44,2022-10-17,Annual,33.33,399.99,Active,Zumba,Multan
M0497,Male,23,18-24,2022-06-30,Premium,79.99,79.99,Active,HIIT,Multan
M0498,Male,64,55+,2022-07-31,Basic,29.99,29.99,Active,Cardio,Multan
M0499,Female,40,35-44,2023-02-24,Premium,79.99,79.99,Cancelled,Pilates,Multan
M0500,Male,31,25-34,2024-05-18,Premium,79.99,79.99,Cancelled,CrossFit,Islamabad
M0501,Male,39,35-44,2024-12-06,Premium,79.99,79.99,Cancelled,Spin,Lahore
M0502,Male,27,25-34,2022-09-29,Basic,29.99,29.99,Active,HIIT,Multan
M0503,Male,39,35-44,2023-06-05,Basic,29.99,29.99,Expired,Cardio,Rawalpindi
M0504,Female,18,18-24,2022-06-02,Basic,29.99,29.99,Expired,Strength Training,Rawalpindi
M0505,Female,32,25-34,2023-05-04,Standard,49.99,49.99,Active,Strength Training,Multan
M0506,Male,34,25-34,2024-10-21,Basic,29.99,29.99,Active,Yoga,Faisalabad
M0507,Male,20,18-24,2022-03-14,Standard,49.99,49.99,Active,Yoga,Rawalpindi
M0508,Male,34,25-34,2022-06-24,Standard,49.99,49.99,Active,Zumba,Rawalpindi
M0509,Female,36,35-44,2024-05-13,Premium,79.99,79.99,Active,Strength Training,Multan
M0510,Female,21,18-24,2024-04-05,Standard,49.99,49.99,Cancelled,Spin,Islamabad
M0511,Male,36,35-44,2024-06-20,Standard,49.99,49.99,Cancelled,Spin,Islamabad
M0512,Female,52,45-54,2023-01-25,Basic,29.99,29.99,Cancelled,CrossFit,Islamabad
M0513,Female,39,35-44,2023-03-28,Standard,49.99,49.99,Active,Spin,Multan
M0514,Female,36,35-44,2023-01-10,Standard,49.99,49.99,Cancelled,Cardio,Rawalpindi
M0515,Male,22,18-24,2022-04-23,Basic,29.99,29.99,Active,Yoga,Multan
M0516,Male,50,45-54,2023-06-01,Premium,79.99,79.99,Active,CrossFit,Lahore
M0517,Male,47,45-54,2022-01-19,Premium,79.99,79.99,Active,Cardio,Lahore
M0518,Female,36,35-44,2023-01-26,Standard,49.99,49.99,Active,Spin,Rawalpindi
M0519,Other,58,55+,2024-11-18,Standard,49.99,49.99,Cancelled,HIIT,Multan
M0520,Female,22,18-24,2022-07-21,Basic,29.99,29.99,Cancelled,Yoga,Faisalabad
M0521,Male,24,18-24,2023-03-01,Basic,29.99,29.99,Active,HIIT,Karachi
M0522,Female,55,55+,2022-07-27,Standard,49.99,49.99,Active,Strength Training,Islamabad
M0523,Male,58,55+,2023-10-31,Annual,33.33,399.99,Active,Cardio,Islamabad
M0524,Female,51,45-54,2023-08-19,Basic,29.99,29.99,Expired,Pilates,Islamabad
M0525,Female,58,55+,2022-03-14,Premium,79.99,79.99,Expired,Strength Training,Rawalpindi
M0526,Male,43,35-44,2022-09-15,Annual,33.33,399.99,Cancelled,Spin,Islamabad
M0527,Female,39,35-44,2023-10-24,Annual,33.33,399.99,Active,Pilates,Lahore
M0528,Male,24,18-24,2022-10-11,Standard,49.99,49.99,Active,Cardio,Islamabad
M0529,Male,49,45-54,2025-01-01,Premium,79.99,79.99,Active,Pilates,Lahore
M0530,Female,52,45-54,2024-04-21,Basic,29.99,29.99,Active,Spin,Lahore
M0531,Male,26,25-34,2023-01-02,Basic,29.99,29.99,Active,Strength Training,Rawalpindi
M0532,Male,37,35-44,2022-02-12,Standard,49.99,49.99,Active,Zumba,Lahore
M0533,Male,64,55+,2024-01-27,Annual,33.33,399.99,Active,Yoga,Lahore
M0534,Male,28,25-34,2022-03-10,Basic,29.99,29.99,Cancelled,Strength Training,Multan
M0535,Female,27,25-34,2022-11-27,Standard,49.99,49.99,Active,Zumba,Islamabad
M0536,Male,27,25-34,2022-11-15,Standard,49.99,49.99,Active,Zumba,Islamabad
M0537,Female,23,18-24,2023-11-22,Premium,79.99,79.99,Active,Zumba,Lahore
M0538,Female,35,35-44,2024-03-06,Annual,33.33,399.99,Expired,Spin,Karachi
M0539,Male,55,55+,2023-03-21,Annual,33.33,399.99,Active,Cardio,Karachi
M0540,Female,28,25-34,2022-04-02,Standard,49.99,49.99,Active,Spin,Rawalpindi
M0541,Female,41,35-44,2022-09-13,Standard,49.99,49.99,Active,Zumba,Lahore
M0542,Female,18,18-24,2024-04-02,Premium,79.99,79.99,Active,Spin,Faisalabad
M0543,Female,24,18-24,2023-10-07,Premium,79.99,79.99,Cancelled,Zumba,Rawalpindi
M0544,Male,29,25-34,2024-03-13,Premium,79.99,79.99,Active,CrossFit,Karachi
M0545,Female,41,35-44,2022-10-04,Premium,79.99,79.99,Active,Zumba,Multan
M0546,Male,63,55+,2023-06-28,Premium,79.99,79.99,Expired,HIIT,Karachi
M0547,Male,26,25-34,2024-03-17,Basic,29.99,29.99,Active,Spin,Islamabad
M0548,Female,59,55+,2024-11-28,Basic,29.99,29.99,Cancelled,Cardio,Islamabad
M0549,Male,46,45-54,2023-02-18,Standard,49.99,49.99,Expired,Zumba,Faisalabad
M0550,Male,40,35-44,2023-11-03,Premium,79.99,79.99,Active,Zumba,Faisalabad
M0551,Male,47,45-54,2023-03-26,Standard,49.99,49.99,Expired,Yoga,Multan
M0552,Male,31,25-34,2023-12-22,Standard,49.99,49.99,Expired,Zumba,Rawalpindi
M0553,Male,45,45-54,2022-04-25,Basic,29.99,29.99,Active,Zumba,Multan
M0554,Female,41,35-44,2022-05-27,Standard,49.99,49.99,Expired,Spin,Lahore
M0555,Female,57,55+,2024-08-15,Annual,33.33,399.99,Active,Yoga,Faisalabad
M0556,Female,18,18-24,2024-08-03,Standard,49.99,49.99,Active,CrossFit,Faisalabad
M0557,Male,46,45-54,2023-07-14,Standard,49.99,49.99,Active,CrossFit,Karachi
M0558,Male,20,18-24,2022-01-17,Basic,29.99,29.99,Active,Yoga,Faisalabad
M0559,Female,42,35-44,2022-07-12,Basic,29.99,29.99,Expired,Strength Training,Faisalabad
M0560,Female,45,45-54,2023-02-20,Premium,79.99,79.99,Cancelled,CrossFit,Lahore
M0561,Male,61,55+,2023-05-20,Annual,33.33,399.99,Active,Yoga,Multan
M0562,Male,32,25-34,2022-12-05,Premium,79.99,79.99,Active,Spin,Multan
M0563,Male,19,18-24,2023-06-26,Standard,49.99,49.99,Active,Pilates,Multan
M0564,Male,32,25-34,2023-12-17,Basic,29.99,29.99,Expired,Yoga,Lahore
M0565,Male,32,25-34,2023-11-16,Standard,49.99,49.99,Active,Spin,Islamabad
M0566,Male,57,55+,2022-11-19,Basic,29.99,29.99,Active,Pilates,Rawalpindi
M0567,Male,44,35-44,2024-04-22,Premium,79.99,79.99,Expired,HIIT,Multan
M0568,Female,51,45-54,2023-07-15,Standard,49.99,49.99,Expired,Zumba,Lahore
M0569,Female,56,55+,2022-09-07,Standard,49.99,49.99,Active,Cardio,Lahore
M0570,Female,24,18-24,2023-04-30,Basic,29.99,29.99,Expired,Zumba,Rawalpindi
M0571,Female,48,45-54,2024-07-13,Basic,29.99,29.99,Active,CrossFit,Karachi
M0572,Male,59,55+,2024-03-14,Annual,33.33,399.99,Active,Spin,Faisalabad
M0573,Female,57,55+,2022-09-24,Basic,29.99,29.99,Active,HIIT,Multan
M0574,Female,32,25-34,2024-01-04,Annual,33.33,399.99,Active,HIIT,Karachi
M0575,Male,49,45-54,2023-01-31,Standard,49.99,49.99,Active,Pilates,Multan
M0576,Male,47,45-54,2023-05-20,Basic,29.99,29.99,Cancelled,Pilates,Faisalabad
M0577,Female,44,35-44,2022-06-05,Standard,49.99,49.99,Active,Pilates,Karachi
M0578,Female,49,45-54,2024-09-25,Premium,79.99,79.99,Cancelled,Pilates,Rawalpindi
M0579,Male,18,18-24,2022-12-06,Standard,49.99,49.99,Active,Pilates,Multan
M0580,Female,22,18-24,2024-06-11,Annual,33.33,399.99,Active,Pilates,Karachi
M0581,Female,57,55+,2024-06-20,Standard,49.99,49.99,Active,Zumba,Faisalabad
M0582,Female,50,45-54,2022-08-18,Basic,29.99,29.99,Expired,CrossFit,Multan
M0583,Female,48,45-54,2023-11-19,Premium,79.99,79.99,Cancelled,Spin,Karachi
M0584,Male,33,25-34,2022-12-31,Standard,49.99,49.99,Expired,Yoga,Islamabad
M0585,Male,28,25-34,2024-10-08,Annual,33.33,399.99,Expired,Cardio,Faisalabad
M0586,Female,41,35-44,2024-03-13,Basic,29.99,29.99,Active,CrossFit,Rawalpindi
M0587,Female,20,18-24,2022-07-26,Standard,49.99,49.99,Active,Spin,Faisalabad
M0588,Female,46,45-54,2022-05-18,Standard,49.99,49.99,Active,Strength Training,Karachi
M0589,Female,36,35-44,2022-03-15,Basic,29.99,29.99,Expired,Strength Training,Multan
M0590,Other,22,18-24,2024-09-20,Standard,49.99,49.99,Active,Cardio,Karachi
M0591,Female,28,25-34,2022-06-19,Premium,79.99,79.99,Expired,Spin,Karachi
M0592,Female,38,35-44,2023-11-25,Standard,49.99,49.99,Cancelled,Zumba,Lahore
M0593,Female,27,25-34,2023-07-25,Premium,79.99,79.99,Expired,Yoga,Rawalpindi
M0594,Female,39,35-44,2022-07-12,Basic,29.99,29.99,Expired,Yoga,Faisalabad
M0595,Female,50,45-54,2023-03-06,Basic,29.99,29.99,Active,Strength Training,Rawalpindi
M0596,Male,43,35-44,2023-06-16,Annual,33.33,399.99,Active,Spin,Karachi
M0597,Female,43,35-44,2024-03-15,Premium,79.99,79.99,Expired,Cardio,Islamabad
M0598,Female,47,45-54,2023-10-22,Basic,29.99,29.99,Active,Cardio,Rawalpindi
M0599,Male,24,18-24,2023-03-15,Annual,33.33,399.99,Active,Strength Training,Islamabad
