MemberID,Gender,Age,AgeGroup,JoinDate,MembershipPlan,MonthlyFee,PlanPrice,Status,PreferredClass,City,TenureMonths,IsActive
M0266,Female,38,35-44,2023-07-13,Annual,33.33,399.99,Active,Yoga,Karachi,25.7,1
M0267,Female,59,55+,2023-06-05,Standard,49.99,49.99,Active,CrossFit,Lahore,26.9,1
M0268,Female,36,35-44,2024-05-08,Premium,79.99,79.99,Active,Zumba,Karachi,15.8,1
M0269,Male,50,45-54,2024-05-06,Basic,29.99,29.99,Expired,Spin,Lahore,15.9,0
M0270,Male,38,35-44,2023-04-28,Annual,33.33,399.99,Active,CrossFit,Faisalabad,28.2,1
M0271,Male,27,25-34,2023-02-23,Standard,49.99,49.99,Active,Spin,Faisalabad,30.3,1
M0272,Female,52,45-54,2023-03-17,Standard,49.99,49.99,Cancelled,HIIT,Islamabad,29.5,0
M0273,Male,56,55+,2023-09-29,Premium,79.99,79.99,Expired,Pilates,Islamabad,23.1,0
M0274,Male,53,45-54,2023-07-08,Annual,33.33,399.99,Expired,Yoga,Rawalpindi,25.8,0
M0275,Female,58,55+,2022-03-14,Standard,49.99,49.99,Active,Spin,Lahore,41.6,1
M0276,Female,44,35-44,2024-04-07,Basic,29.99,29.99,Cancelled,CrossFit,Multan,16.8,0
M0277,Male,20,18-24,2022-03-08,Standard,49.99,49.99,Active,HIIT,Rawalpindi,41.8,1
M0278,Male,40,35-44,2024-02-09,Standard,49.99,49.99,Cancelled,CrossFit,Multan,18.7,0
M0279,Male,33,25-34,2023-03-29,Basic,29.99,29.99,Expired,Pilates,Lahore,29.1,0
M0280,Other,29,25-34,2022-02-24,Premium,79.99,79.99,Active,Strength Training,Multan,42.2,1
M0281,Female,22,18-24,2022-08-25,Basic,29.99,29.99,Cancelled,CrossFit,Rawalpindi,36.2,0
M0282,Male,23,18-24,2022-11-17,Premium,79.99,79.99,Active,CrossFit,Lahore,33.5,1
M0283,Male,51,45-54,2024-10-09,Premium,79.99,79.99,Expired,Cardio,Lahore,10.7,0
M0284,Female,19,18-24,2022-04-24,Standard,49.99,49.99,Active,Yoga,Lahore,40.3,1
M0285,Female,21,18-24,2024-04-14,Standard,49.99,49.99,Active,Pilates,Islamabad,16.6,1
M0286,Male,54,45-54,2023-02-10,Standard,49.99,49.99,Cancelled,Cardio,Lahore,30.7,0
M0287,Female,47,45-54,2022-02-11,Standard,49.99,49.99,Expired,Pilates,Multan,42.6,0
M0288,Male,31,25-34,2022-05-14,Basic,29.99,29.99,Active,Spin,Islamabad,39.6,1
M0289,Female,31,25-34,2023-08-01,Basic,29.99,29.99,Active,CrossFit,Karachi,25.0,1
M0290,Male,48,45-54,2024-03-03,Standard,49.99,49.99,Active,Pilates,Multan,18.0,1
M0291,Female,58,55+,2022-08-26,Basic,29.99,29.99,Active,Spin,Faisalabad,36.2,1
M0292,Male,42,35-44,2023-04-27,Basic,29.99,29.99,Active,Spin,Rawalpindi,28.2,1
M0293,Female,30,25-34,2024-11-01,Annual,33.33,399.99,Active,Cardio,Karachi,10.0,1
M0294,Male,46,45-54,2024-09-15,Basic,29.99,29.99,Expired,HIIT,Rawalpindi,11.5,0
M0295,Male,36,35-44,2023-10-25,Basic,29.99,29.99,Active,Yoga,Karachi,22.2,1
M0296,Other,32,25-34,2023-01-17,Annual,33.33,399.99,Active,Strength Training,Lahore,31.5,1
M0297,Female,24,18-24,2022-05-29,Basic,29.99,29.99,Active,Cardio,Lahore,39.1,1
M0298,Female,46,45-54,2024-02-24,Basic,29.99,29.99,Active,Cardio,Multan,18.2,1
M0299,Male,52,45-54,2024-12-22,Premium,79.99,79.99,Active,Cardio,Multan,8.3,1
M0300,Male,19,18-24,2023-03-31,Premium,79.99,79.99,Expired,Spin,Multan,29.1,0
M0301,Female,56,55+,2024-01-12,Basic,29.99,29.99,Expired,Spin,Faisalabad,19.6,0
M0302,Female,54,45-54,2022-08-30,Standard,49.99,49.99,Active,Cardio,Lahore,36.1,1
M0303,Female,38,35-44,2024-09-21,Basic,29.99,29.99,Expired,Zumba,Faisalabad,11.3,0
M0304,Male,35,35-44,2023-05-25,Basic,29.99,29.99,Active,Yoga,Faisalabad,27.3,1
M0305,Male,58,55+,2023-07-08,Premium,79.99,79.99,Cancelled,CrossFit,Lahore,25.8,0
M0306,Male,46,45-54,2023-03-01,Premium,79.99,79.99,Active,HIIT,Karachi,30.1,1
M0307,Male,51,45-54,2022-08-20,Standard,49.99,49.99,Expired,Pilates,Lahore,36.4,0
M0308,Male,62,55+,2022-03-20,Annual,33.33,399.99,Active,CrossFit,Rawalpindi,41.4,1
M0309,Male,25,25-34,2023-03-25,Standard,49.99,49.99,Active,Strength Training,Lahore,29.3,1
M0310,Female,37,35-44,2023-02-12,Basic,29.99,29.99,Active,HIIT,Multan,30.6,1
M0311,Male,45,45-54,2023-03-12,Premium,79.99,79.99,Expired,HIIT,Faisalabad,29.7,0
M0312,Male,27,25-34,2024-02-12,Premium,79.99,79.99,Expired,CrossFit,Rawalpindi,18.6,0
M0313,Male,20,18-24,2022-12-26,Standard,49.99,49.99,Active,Pilates,Rawalpindi,32.2,1
M0314,Female,27,25-34,2022-06-18,Annual,33.33,399.99,Active,Cardio,Islamabad,38.5,1
M0315,Female,48,45-54,2024-02-09,Standard,49.99,49.99,Expired,CrossFit,Rawalpindi,18.7,0
M0316,Male,35,35-44,2023-06-07,Basic,29.99,29.99,Active,Yoga,Islamabad,26.8,1
M0317,Male,39,35-44,2024-04-25,Standard,49.99,49.99,Expired,Cardio,Faisalabad,16.2,0
M0318,Male,49,45-54,2023-11-17,Basic,29.99,29.99,Cancelled,Zumba,Lahore,21.5,0
M0319,Male,30,25-34,2024-02-19,Annual,33.33,399.99,Active,Pilates,Multan,18.4,1
M0320,Male,28,25-34,2022-08-26,Premium,79.99,79.99,Expired,Pilates,Islamabad,36.2,0
M0321,Male,19,18-24,2023-06-18,Standard,49.99,49.99,Expired,Zumba,Rawalpindi,26.5,0
M0322,Female,40,35-44,2022-10-10,Annual,33.33,399.99,Active,Spin,Multan,34.7,1
M0323,Male,36,35-44,2023-02-25,Standard,49.99,49.99,Active,Pilates,Rawalpindi,30.2,1
M0324,Female,18,18-24,2022-05-16,Standard,49.99,49.99,Active,Strength Training,Lahore,39.6,1
M0325,Female,38,35-44,2024-05-23,Premium,79.99,79.99,Active,Zumba,Islamabad,15.3,1
M0326,Female,26,25-34,2024-07-11,Premium,79.99,79.99,Active,Pilates,Karachi,13.7,1
M0327,Male,31,25-34,2023-08-25,Premium,79.99,79.99,Cancelled,HIIT,Faisalabad,24.2,0
M0328,Female,23,18-24,2024-11-09,Standard,49.99,49.99,Active,Spin,Karachi,9.7,1
M0329,Female,27,25-34,2022-05-12,Standard,49.99,49.99,Expired,Strength Training,Karachi,39.7,0
M0330,Male,55,55+,2024-04-01,Premium,79.99,79.99,Active,Cardio,Lahore,17.0,1
M0331,Male,21,18-24,2024-07-29,Basic,29.99,29.99,Expired,Strength Training,Faisalabad,13.1,0
M0332,Female,41,35-44,2022-12-02,Basic,29.99,29.99,Expired,HIIT,Islamabad,33.0,0
M0333,Male,63,55+,2022-06-08,Basic,29.99,29.99,Active,CrossFit,Faisalabad,38.8,1
M0334,Female,48,45-54,2025-01-04,Premium,79.99,79.99,Expired,Strength Training,Faisalabad,7.9,0
M0335,Male,50,45-54,2024-01-10,Basic,29.99,29.99,Expired,Cardio,Lahore,19.7,0
M0336,Male,62,55+,2024-02-02,Premium,79.99,79.99,Expired,Pilates,Rawalpindi,19.0,0
M0337,Other,23,18-24,2023-10-22,Premium,79.99,79.99,Active,Cardio,Islamabad,22.3,1
M0338,Male,27,25-34,2022-05-17,Annual,33.33,399.99,Active,Spin,Islamabad,39.5,1
M0339,Female,62,55+,2022-09-11,Standard,49.99,49.99,Expired,Strength Training,Karachi,35.7,0
M0340,Male,46,45-54,2023-07-01,Standard,49.99,49.99,Cancelled,Cardio,Lahore,26.1,0
M0341,Female,23,18-24,2024-07-05,Standard,49.99,49.99,Active,Pilates,Karachi,13.9,1
M0342,Male,23,18-24,2024-07-19,Standard,49.99,49.99,Expired,Pilates,Rawalpindi,13.4,0
M0343,Female,42,35-44,2022-07-07,Standard,49.99,49.99,Cancelled,Pilates,Rawalpindi,37.8,0
M0344,Male,52,45-54,2023-09-10,Basic,29.99,29.99,Active,Pilates,Karachi,23.7,1
M0345,Male,53,45-54,2022-07-24,Basic,29.99,29.99,Active,Cardio,Karachi,37.3,1
M0346,Female,50,45-54,2022-09-07,Standard,49.99,49.99,Active,Pilates,Karachi,35.8,1
M0347,Female,32,25-34,2023-11-03,Premium,79.99,79.99,Cancelled,Spin,Karachi,21.9,0
M0348,Other,54,45-54,2023-05-07,Premium,79.99,79.99,Expired,HIIT,Faisalabad,27.9,0
M0349,Female,38,35-44,2024-09-10,Standard,49.99,49.99,Active,Yoga,Faisalabad,11.7,1
M0350,Male,59,55+,2023-03-01,Basic,29.99,29.99,Expired,Pilates,Lahore,30.1,0
M0351,Female,45,45-54,2023-08-16,Annual,33.33,399.99,Active,Yoga,Multan,24.5,1
M0352,Female,23,18-24,2022-06-26,Standard,49.99,49.99,Active,HIIT,Faisalabad,38.2,1
M0353,Female,51,45-54,2022-01-22,Premium,79.99,79.99,Expired,Strength Training,Faisalabad,43.3,0
M0354,Female,27,25-34,2023-08-11,Basic,29.99,29.99,Active,Strength Training,Lahore,24.7,1
M0355,Male,43,35-44,2024-08-17,Standard,49.99,49.99,Cancelled,Pilates,Rawalpindi,12.5,0
M0356,Female,32,25-34,2022-08-02,Basic,29.99,29.99,Active,Cardio,Multan,37.0,1
M0357,Male,19,18-24,2024-09-27,Standard,49.99,49.99,Expired,Pilates,Islamabad,11.1,0
M0358,Male,23,18-24,2024-12-03,Standard,49.99,49.99,Active,Zumba,Lahore,8.9,1
M0359,Male,28,25-34,2023-01-14,Standard,49.99,49.99,Expired,HIIT,Rawalpindi,31.6,0
M0360,Female,25,25-34,2023-04-21,Premium,79.99,79.99,Active,Zumba,Multan,28.4,1
M0361,Male,19,18-24,2023-07-08,Standard,49.99,49.99,Expired,Strength Training,Faisalabad,25.8,0
M0362,Male,55,55+,2022-09-16,Annual,33.33,399.99,Active,Yoga,Faisalabad,35.5,1
M0363,Female,21,18-24,2024-07-16,Premium,79.99,79.99,Active,Pilates,Multan,13.5,1
M0364,Other,33,25-34,2023-06-28,Basic,29.99,29.99,Expired,Spin,Faisalabad,26.1,0
M0365,Female,55,55+,2023-11-01,Standard,49.99,49.99,Active,Strength Training,Islamabad,22.0,1
M0366,Male,51,45-54,2022-05-11,Standard,49.99,49.99,Expired,Pilates,Faisalabad,39.7,0
M0367,Female,55,55+,2022-08-15,Basic,29.99,29.99,Cancelled,Strength Training,Rawalpindi,36.6,0
M0368,Male,41,35-44,2024-07-31,Premium,79.99,79.99,Active,Strength Training,Rawalpindi,13.0,1
M0369,Female,45,45-54,2023-04-21,Standard,49.99,49.99,Active,Pilates,Lahore,28.4,1
M0370,Male,64,55+,2024-09-07,Standard,49.99,49.99,Cancelled,Strength Training,Lahore,11.8,0
M0371,Female,22,18-24,2022-10-06,Standard,49.99,49.99,Active,Pilates,Islamabad,34.9,1
M0372,Male,51,45-54,2024-07-19,Basic,29.99,29.99,Expired,CrossFit,Rawalpindi,13.4,0
M0373,Female,18,18-24,2024-12-06,Basic,29.99,29.99,Cancelled,Zumba,Islamabad,8.8,0
M0374,Male,32,25-34,2023-05-31,Annual,33.33,399.99,Active,Strength Training,Lahore,27.1,1
M0375,Male,29,25-34,2024-08-06,Premium,79.99,79.99,Cancelled,Yoga,Islamabad,12.8,0
M0376,Female,23,18-24,2024-04-24,Annual,33.33,399.99,Active,Zumba,Islamabad,16.3,1
M0377,Male,25,25-34,2024-06-06,Standard,49.99,49.99,Active,Strength Training,Multan,14.8,1
M0378,Female,31,25-34,2023-08-19,Basic,29.99,29.99,Active,Zumba,Multan,24.4,1
M0379,Female,36,35-44,2022-03-24,Annual,33.33,399.99,Expired,Cardio,Faisalabad,41.3,0
M0380,Female,36,35-44,2024-12-22,Standard,49.99,49.99,Expired,Pilates,Multan,8.3,0
M0381,Male,50,45-54,2023-11-07,Basic,29.99,29.99,Active,Yoga,Multan,21.8,1
M0382,Female,47,45-54,2024-03-31,Basic,29.99,29.99,Active,Strength Training,Rawalpindi,17.0,1
M0383,Male,63,55+,2024-09-14,Annual,33.33,399.99,Active,CrossFit,Faisalabad,11.6,1
M0384,Male,52,45-54,2024-12-21,Premium,79.99,79.99,Active,Pilates,Karachi,8.3,1
M0385,Male,20,18-24,2023-10-23,Basic,29.99,29.99,Cancelled,Spin,Faisalabad,22.3,0
M0386,Male,18,18-24,2024-11-24,Premium,79.99,79.99,Cancelled,Zumba,Rawalpindi,9.2,0
M0387,Male,58,55+,2023-03-14,Standard,49.99,49.99,Expired,Cardio,Faisalabad,29.6,0
M0388,Female,37,35-44,2023-02-10,Standard,49.99,49.99,Expired,Strength Training,Rawalpindi,30.7,0
M0389,Female,62,55+,2022-12-14,Basic,29.99,29.99,Active,Cardio,Karachi,32.6,1
M0390,Male,40,35-44,2022-12-13,Premium,79.99,79.99,Active,Pilates,Lahore,32.6,1
M0391,Male,25,25-34,2023-07-27,Standard,49.99,49.99,Active,HIIT,Lahore,25.2,1
M0392,Male,57,55+,2023-03-17,Standard,49.99,49.99,Active,CrossFit,Faisalabad,29.5,1
M0393,Male,25,25-34,2023-10-15,Standard,49.99,49.99,Cancelled,Cardio,Lahore,22.6,0
M0394,Male,59,55+,2023-08-25,Standard,49.99,49.99,Active,Pilates,Lahore,24.2,1
M0395,Female,56,55+,2024-03-27,Standard,49.99,49.99,Active,Zumba,Faisalabad,17.2,1
M0396,Male,63,55+,2024-02-18,Basic,29.99,29.99,Active,CrossFit,Rawalpindi,18.4,1
M0397,Female,62,55+,2022-01-19,Standard,49.99,49.99,Cancelled,CrossFit,Lahore,43.4,0
M0398,Female,25,25-34,2023-08-25,Annual,33.33,399.99,Expired,Pilates,Multan,24.2,0
M0399,Female,37,35-44,2024-10-01,Premium,79.99,79.99,Active,HIIT,Rawalpindi,11.0,1
M0400,Male,54,45-54,2024-09-16,Premium,79.99,79.99,Expired,Cardio,Rawalpindi,11.5,0
M0401,Male,56,55+,2022-11-28,Basic,29.99,29.99,Active,Spin,Lahore,33.1,1
M0402,Male,27,25-34,2022-07-21,Standard,49.99,49.99,Expired,Strength Training,Multan,37.4,0
M0403,Female,37,35-44,2023-12-14,Standard,49.99,49.99,Cancelled,Spin,Karachi,20.6,0
M0404,Female,34,25-34,2023-01-22,Standard,49.99,49.99,Active,Cardio,Islamabad,31.3,1
M0405,Female,43,35-44,2022-08-23,Standard,49.99,49.99,Expired,Pilates,Lahore,36.3,0
M0406,Female,55,55+,2022-08-11,Standard,49.99,49.99,Cancelled,Pilates,Islamabad,36.7,0
M0407,Female,55,55+,2023-02-24,Premium,79.99,79.99,Active,Cardio,Rawalpindi,30.2,1
M0408,Male,40,35-44,2022-07-14,Annual,33.33,399.99,Cancelled,CrossFit,Karachi,37.6,0
M0409,Male,24,18-24,2023-11-10,Standard,49.99,49.99,Active,CrossFit,Lahore,21.7,1
M0410,Female,35,35-44,2023-07-13,Basic,29.99,29.99,Active,Strength Training,Islamabad,25.7,1
M0411,Female,22,18-24,2022-05-06,Standard,49.99,49.99,Active,CrossFit,Rawalpindi,39.9,1
M0412,Male,22,18-24,2024-04-12,Basic,29.99,29.99,Active,CrossFit,Islamabad,16.7,1
M0413,Male,63,55+,2022-03-16,Basic,29.99,29.99,Active,CrossFit,Islamabad,41.6,1
M0414,Male,47,45-54,2022-09-19,Premium,79.99,79.99,Active,HIIT,Faisalabad,35.4,1
M0415,Female,23,18-24,2022-06-19,Standard,49.99,49.99,Active,Cardio,Lahore,38.4,1
M0416,Male,34,25-34,2023-01-04,Basic,29.99,29.99,Expired,CrossFit,Multan,31.9,0
M0417,Female,30,25-34,2022-03-09,Annual,33.33,399.99,Active,Pilates,Faisalabad,41.8,1
M0418,Female,49,45-54,2022-12-09,Standard,49.99,49.99,Active,HIIT,Lahore,32.8,1
M0419,Female,61,55+,2022-12-07,Standard,49.99,49.99,Active,Cardio,Islamabad,32.8,1
M0420,Male,53,45-54,2023-04-28,Basic,29.99,29.99,Cancelled,Yoga,Islamabad,28.2,0
M0421,Male,36,35-44,2022-04-14,Standard,49.99,49.99,Expired,Spin,Rawalpindi,40.6,0
M0422,Male,36,35-44,2023-06-01,Standard,49.99,49.99,Active,Strength Training,Faisalabad,27.0,1
M0423,Female,38,35-44,2022-09-24,Standard,49.99,49.99,Active,Zumba,Rawalpindi,35.2,1
M0424,Female,29,25-34,2024-09-03,Premium,79.99,79.99,Active,Strength Training,Islamabad,11.9,1
M0425,Male,49,45-54,2023-10-28,Annual,33.33,399.99,Active,Zumba,Karachi,22.1,1
M0426,Female,34,25-34,2023-02-11,Standard,49.99,49.99,Active,Pilates,Islamabad,30.7,1
M0427,Female,64,55+,2022-03-23,Standard,49.99,49.99,Expired,Spin,Islamabad,41.3,0
M0428,Male,62,55+,2024-12-07,Annual,33.33,399.99,Active,Yoga,Lahore,8.8,1
M0429,Male,22,18-24,2024-04-19,Basic,29.99,29.99,Cancelled,Pilates,Faisalabad,16.4,0
M0430,Female,39,35-44,2022-10-14,Premium,79.99,79.99,Expired,Strength Training,Islamabad,34.6,0
M0431,Female,33,25-34,2024-06-24,Basic,29.99,29.99,Active,Yoga,Islamabad,14.3,1
M0432,Other,52,45-54,2023-11-27,Standard,49.99,49.99,Expired,CrossFit,Karachi,21.2,0
M0433,Female,20,18-24,2022-04-23,Basic,29.99,29.99,Active,Yoga,Faisalabad,40.3,1
M0434,Female,25,25-34,2022-01-01,Basic,29.99,29.99,Active,CrossFit,Lahore,44.0,1
M0435,Male,57,55+,2022-09-14,Premium,79.99,79.99,Expired,HIIT,Multan,35.6,0
M0436,Male,25,25-34,2023-02-18,Basic,29.99,29.99,Active,Cardio,Faisalabad,30.4,1
M0437,Female,33,25-34,2022-02-14,Annual,33.33,399.99,Active,Yoga,Karachi,42.5,1
M0438,Male,64,55+,2022-11-18,Basic,29.99,29.99,Active,HIIT,Islamabad,33.4,1
M0439,Male,44,35-44,2024-06-22,Basic,29.99,29.99,Active,Zumba,Faisalabad,14.3,1
M0440,Female,30,25-34,2022-11-17,Standard,49.99,49.99,Active,Spin,Islamabad,33.5,1
M0441,Male,49,45-54,2023-12-27,Basic,29.99,29.99,Expired,HIIT,Rawalpindi,20.2,0
M0442,Male,45,45-54,2023-10-22,Premium,79.99,79.99,Active,Spin,Multan,22.3,1
M0443,Female,40,35-44,2024-11-19,Standard,49.99,49.99,Active,Cardio,Multan,9.4,1
M0444,Female,58,55+,2024-04-29,Premium,79.99,79.99,Expired,Zumba,Lahore,16.1,0
M0445,Male,35,35-44,2024-09-17,Basic,29.99,29.99,Expired,Pilates,Lahore,11.5,0
M0446,Female,61,55+,2024-03-28,Standard,49.99,49.99,Active,Spin,Rawalpindi,17.1,1
M0447,Female,44,35-44,2023-09-25,Standard,49.99,49.99,Active,Cardio,Rawalpindi,23.2,1
M0448,Male,23,18-24,2024-06-29,Annual,33.33,399.99,Active,Cardio,Islamabad,14.1,1
M0449,Female,50,45-54,2023-02-05,Premium,79.99,79.99,Active,Yoga,Karachi,30.8,1
M0450,Male,30,25-34,2022-06-24,Basic,29.99,29.99,Expired,CrossFit,Rawalpindi,38.3,0
M0451,Male,47,45-54,2023-06-07,Annual,33.33,399.99,Active,Cardio,Islamabad,26.8,1
M0452,Male,56,55+,2024-03-20,Basic,29.99,29.99,Active,Yoga,Islamabad,17.4,1
M0453,Male,58,55+,2022-08-15,Standard,49.99,49.99,Active,Spin,Faisalabad,36.6,1
M0454,Male,55,55+,2022-01-31,Premium,79.99,79.99,Active,CrossFit,Multan,43.0,1
M0455,Male,26,25-34,2023-09-13,Premium,79.99,79.99,Active,Zumba,Rawalpindi,23.6,1
M0456,Male,61,55+,2022-10-01,Premium,79.99,79.99,Cancelled,CrossFit,Multan,35.0,0
M0457,Female,52,45-54,2024-12-24,Annual,33.33,399.99,Active,Yoga,Multan,8.2,1
M0458,Male,27,25-34,2022-02-23,Standard,49.99,49.99,Active,Spin,Multan,42.2,1
M0459,Male,20,18-24,2024-05-17,Annual,33.33,399.99,Active,Yoga,Rawalpindi,15.5,1
M0460,Male,53,45-54,2024-06-02,Basic,29.99,29.99,Active,HIIT,Multan,15.0,1
M0461,Male,57,55+,2022-04-29,Premium,79.99,79.99,Expired,Cardio,Islamabad,40.1,0
M0462,Male,23,18-24,2022-06-24,Premium,79.99,79.99,Active,CrossFit,Faisalabad,38.3,1
M0463,Male,29,25-34,2023-10-27,Premium,79.99,79.99,Active,Strength Training,Faisalabad,22.2,1
M0464,Female,26,25-34,2023-04-29,Standard,49.99,49.99,Cancelled,CrossFit,Lahore,28.1,0
M0465,Male,39,35-44,2024-09-09,Premium,79.99,79.99,Active,CrossFit,Islamabad,11.7,1
M0466,Female,30,25-34,2023-05-04,Annual,33.33,399.99,Active,Zumba,Rawalpindi,28.0,1
M0467,Female,22,18-24,2023-05-31,Annual,33.33,399.99,Cancelled,Cardio,Karachi,27.1,0
M0468,Male,43,35-44,2023-06-24,Premium,79.99,79.99,Active,HIIT,Lahore,26.3,1
M0469,Male,36,35-44,2022-01-26,Premium,79.99,79.99,Active,Spin,Rawalpindi,43.2,1
M0470,Male,18,18-24,2024-10-03,Basic,29.99,29.99,Expired,Cardio,Multan,10.9,0
M0471,Female,48,45-54,2022-08-04,Premium,79.99,79.99,Active,HIIT,Karachi,36.9,1
M0472,Female,50,45-54,2022-01-05,Standard,49.99,49.99,Active,Strength Training,Karachi,43.9,1
M0473,Male,63,55+,2022-01-15,Standard,49.99,49.99,Cancelled,Pilates,Multan,43.5,0
M0474,Male,63,55+,2023-08-21,Premium,79.99,79.99,Active,Pilates,Islamabad,24.4,1
M0475,Male,62,55+,2024-09-16,Annual,33.33,399.99,Active,Yoga,Lahore,11.5,1
M0476,Female,45,45-54,2022-11-27,Premium,79.99,79.99,Cancelled,Yoga,Rawalpindi,33.1,0
M0477,Male,29,25-34,2023-07-14,Standard,49.99,49.99,Cancelled,Yoga,Karachi,25.6,0
M0478,Other,35,35-44,2024-11-08,Basic,29.99,29.99,Active,Cardio,Rawalpindi,9.8,1
M0479,Female,34,25-34,2024-06-01,Premium,79.99,79.99,Active,Spin,Karachi,15.0,1
M0480,Female,25,25-34,2024-07-18,Premium,79.99,79.99,Active,Cardio,Multan,13.5,1
M0481,Female,37,35-44,2024-04-12,Standard,49.99,49.99,Expired,Pilates,Faisalabad,16.7,0
M0482,Male,53,45-54,2022-03-27,Standard,49.99,49.99,Cancelled,CrossFit,Rawalpindi,41.2,0
M0483,Female,57,55+,2022-06-20,Basic,29.99,29.99,Cancelled,CrossFit,Islamabad,38.4,0
M0484,Female,20,18-24,2024-02-29,Standard,49.99,49.99,Active,Spin,Karachi,18.1,1
M0485,Female,44,35-44,2024-01-10,Basic,29.99,29.99,Active,Yoga,Lahore,19.7,1
M0486,Female,37,35-44,2023-08-28,Standard,49.99,49.99,Expired,Strength Training,Islamabad,24.1,0
M0487,Female,46,45-54,2023-12-19,Standard,49.99,49.99,Cancelled,Strength Training,Karachi,20.4,0
M0488,Female,43,35-44,2022-11-20,Premium,79.99,79.99,Cancelled,Cardio,Karachi,33.4,0
M0489,Male,18,18-24,2022-11-11,Basic,29.99,29.99,Active,HIIT,Faisalabad,33.7,1
M0490,Male,38,35-44,2024-01-03,Standard,49.99,49.99,Expired,HIIT,Islamabad,19.9,0
M0491,Female,24,18-24,2023-02-07,Basic,29.99,29.99,Active,Spin,Faisalabad,30.8,1
M0492,Female,32,25-34,2023-04-07,Premium,79.99,79.99,Active,Spin,Faisalabad,28.8,1
M0493,Male,63,55+,2023-07-07,Basic,29.99,29.99,Expired,Yoga,Islamabad,25.9,0
M0494,Male,18,18-24,2024-04-15,Basic,29.99,29.99,Cancelled,CrossFit,Islamabad,16.6,0
M0495,Female,46,45-54,2022-02-09,Basic,29.99,29.99,Expired,HIIT,Rawalpindi,42.7,0
M0496,Female,40,35-44,2022-10-17,Annual,33.33,399.99,Active,Zumba,Multan,34.5,1
M0497,Male,23,18-24,2022-06-30,Premium,79.99,79.99,Active,HIIT,Multan,38.1,1
M0498,Male,64,55+,2022-07-31,Basic,29.99,29.99,Active,Cardio,Multan,37.1,1
M0499,Female,40,35-44,2023-02-24,Premium,79.99,79.99,Cancelled,Pilates,Multan,30.2,0
M0500,Male,31,25-34,2024-05-18,Premium,79.99,79.99,Cancelled,CrossFit,Islamabad,15.5,0
M0501,Male,39,35-44,2024-12-06,Premium,79.99,79.99,Cancelled,Spin,Lahore,8.8,0
M0502,Male,27,25-34,2022-09-29,Basic,29.99,29.99,Active,HIIT,Multan,35.1,1
M0503,Male,39,35-44,2023-06-05,Basic,29.99,29.99,Expired,Cardio,Rawalpindi,26.9,0
M0504,Female,18,18-24,2022-06-02,Basic,29.99,29.99,Expired,Strength Training,Rawalpindi,39.0,0
M0505,Female,32,25-34,2023-05-04,Standard,49.99,49.99,Active,Strength Training,Multan,28.0,1
M0506,Male,34,25-34,2024-10-21,Basic,29.99,29.99,Active,Yoga,Faisalabad,10.3,1
M0507,Male,20,18-24,2022-03-14,Standard,49.99,49.99,Active,Yoga,Rawalpindi,41.6,1
M0508,Male,34,25-34,2022-06-24,Standard,49.99,49.99,Active,Zumba,Rawalpindi,38.3,1
M0509,Female,36,35-44,2024-05-13,Premium,79.99,79.99,Active,Strength Training,Multan,15.6,1
M0510,Female,21,18-24,2024-04-05,Standard,49.99,49.99,Cancelled,Spin,Islamabad,16.9,0
M0511,Male,36,35-44,2024-06-20,Standard,49.99,49.99,Cancelled,Spin,Islamabad,14.4,0
M0512,Female,52,45-54,2023-01-25,Basic,29.99,29.99,Cancelled,CrossFit,Islamabad,31.2,0
M0513,Female,39,35-44,2023-03-28,Standard,49.99,49.99,Active,Spin,Multan,29.2,1
M0514,Female,36,35-44,2023-01-10,Standard,49.99,49.99,Cancelled,Cardio,Rawalpindi,31.7,0
M0515,Male,22,18-24,2022-04-23,Basic,29.99,29.99,Active,Yoga,Multan,40.3,1
M0516,Male,50,45-54,2023-06-01,Premium,79.99,79.99,Active,CrossFit,Lahore,27.0,1
M0517,Male,47,45-54,2022-01-19,Premium,79.99,79.99,Active,Cardio,Lahore,43.4,1
M0518,Female,36,35-44,2023-01-26,Standard,49.99,49.99,Active,Spin,Rawalpindi,31.2,1
M0519,Other,58,55+,2024-11-18,Standard,49.99,49.99,Cancelled,HIIT,Multan,9.4,0
M0520,Female,22,18-24,2022-07-21,Basic,29.99,29.99,Cancelled,Yoga,Faisalabad,37.4,0
M0521,Male,24,18-24,2023-03-01,Basic,29.99,29.99,Active,HIIT,Karachi,30.1,1
M0522,Female,55,55+,2022-07-27,Standard,49.99,49.99,Active,Strength Training,Islamabad,37.2,1
M0523,Male,58,55+,2023-10-31,Annual,33.33,399.99,Active,Cardio,Islamabad,22.0,1
M0524,Female,51,45-54,2023-08-19,Basic,29.99,29.99,Expired,Pilates,Islamabad,24.4,0
M0525,Female,58,55+,2022-03-14,Premium,79.99,79.99,Expired,Strength Training,Rawalpindi,41.6,0
M0526,Male,43,35-44,2022-09-15,Annual,33.33,399.99,Cancelled,Spin,Islamabad,35.5,0
M0527,Female,39,35-44,2023-10-24,Annual,33.33,399.99,Active,Pilates,Lahore,22.3,1
M0528,Male,24,18-24,2022-10-11,Standard,49.99,49.99,Active,Cardio,Islamabad,34.7,1
M0529,Male,49,45-54,2025-01-01,Premium,79.99,79.99,Active,Pilates,Lahore,8.0,1
