MemberID,Gender,Age,AgeGroup,JoinDate,MembershipPlan,MonthlyFee,PlanPrice,Status,PreferredClass,City,TenureMonths,IsActive,TotalVisits,AvgDuration,LastVisit,UniqueClasses
M0206,Female,31,25-34,2023-04-19,Basic,29.99,29.99,Cancelled,Spin,Rawalpindi,28.4,0,2,68.0,2025-08-03,2
M0207,Male,24,18-24,2024-02-02,Basic,29.99,29.99,Expired,Yoga,Multan,19.0,0,14,49.1,2025-08-27,5
M0208,Male,40,35-44,2024-05-28,Standard,49.99,49.99,Expired,Pilates,Karachi,15.1,0,2,52.5,2025-05-01,2
M0209,Female,56,55+,2023-05-31,Standard,49.99,49.99,Active,Spin,Faisalabad,27.1,1,8,50.1,2025-08-21,3
M0210,Male,31,25-34,2025-01-03,Basic,29.99,29.99,Active,Strength Training,Islamabad,7.9,1,9,59.3,2025-08-07,5
M0211,Female,46,45-54,2024-04-28,Annual,33.33,399.99,Active,CrossFit,Faisalabad,16.1,1,36,56.7,2025-08-23,9
M0212,Male,20,18-24,2022-03-25,Standard,49.99,49.99,Active,HIIT,Rawalpindi,41.3,1,13,55.5,2025-08-20,6
M0213,Female,42,35-44,2024-07-22,Basic,29.99,29.99,Active,HIIT,Rawalpindi,13.3,1,13,48.0,2025-08-31,4
M0214,Female,42,35-44,2022-07-27,Standard,49.99,49.99,Active,Spin,Islamabad,37.2,1,25,50.8,2025-08-26,8
M0215,Female,41,35-44,2022-07-18,Standard,49.99,49.99,Active,Strength Training,Rawalpindi,37.5,1,6,50.0,2025-08-29,4
M0216,Female,34,25-34,2023-06-11,Standard,49.99,49.99,Active,Cardio,Rawalpindi,26.7,1,23,55.5,2025-08-22,9
M0217,Female,39,35-44,2023-06-05,Basic,29.99,29.99,Active,Spin,Karachi,26.9,1,26,58.7,2025-08-26,8
M0218,Male,25,25-34,2023-08-07,Standard,49.99,49.99,Active,Pilates,Karachi,24.8,1,10,61.6,2025-07-27,3
M0219,Female,42,35-44,2023-08-30,Premium,79.99,79.99,Expired,Pilates,Lahore,24.1,0,8,59.0,2025-08-16,4
M0220,Male,34,25-34,2024-02-18,Standard,49.99,49.99,Active,Pilates,Multan,18.4,1,5,60.2,2025-08-06,4
M0221,Female,49,45-54,2022-04-02,Premium,79.99,79.99,Expired,Yoga,Karachi,41.0,0,10,48.2,2025-08-25,6
M0222,Female,50,45-54,2022-08-13,Basic,29.99,29.99,Active,HIIT,Multan,36.6,1,8,57.4,2025-08-20,4
M0223,Male,32,25-34,2022-07-13,Annual,33.33,399.99,Active,Zumba,Rawalpindi,37.6,1,22,64.2,2025-07-18,7
M0224,Female,23,18-24,2022-11-13,Premium,79.99,79.99,Active,Zumba,Lahore,33.6,1,27,58.9,2025-08-15,7
M0225,Male,37,35-44,2023-12-17,Annual,33.33,399.99,Active,Strength Training,Islamabad,20.5,1,38,54.3,2025-08-22,9
M0226,Male,43,35-44,2022-07-27,Standard,49.99,49.99,Cancelled,Zumba,Lahore,37.2,0,7,58.7,2025-07-21,4
M0227,Male,29,25-34,2024-05-23,Standard,49.99,49.99,Expired,Spin,Lahore,15.3,0,10,53.8,2025-08-31,5
M0228,Male,62,55+,2022-05-02,Standard,49.99,49.99,Active,Zumba,Faisalabad,40.0,1,21,58.0,2025-08-30,8
M0229,Female,23,18-24,2023-11-26,Basic,29.99,29.99,Active,Pilates,Faisalabad,21.2,1,19,55.8,2025-08-24,6
M0230,Male,27,25-34,2022-11-08,Annual,33.33,399.99,Active,Spin,Faisalabad,33.8,1,22,52.1,2025-08-31,8
M0231,Female,38,35-44,2022-12-19,Premium,79.99,79.99,Active,Spin,Rawalpindi,32.4,1,29,54.6,2025-08-19,9
M0232,Male,37,35-44,2024-03-15,Standard,49.99,49.99,Active,HIIT,Lahore,17.6,1,6,52.0,2025-08-04,4
M0233,Male,51,45-54,2024-08-04,Standard,49.99,49.99,Active,HIIT,Karachi,12.9,1,20,53.2,2025-08-21,7
M0234,Male,29,25-34,2024-07-20,Standard,49.99,49.99,Active,HIIT,Faisalabad,13.4,1,16,59.2,2025-08-18,6
M0235,Female,53,45-54,2024-06-29,Basic,29.99,29.99,Expired,Zumba,Karachi,14.1,0,9,44.0,2025-08-30,4
M0236,Female,54,45-54,2024-07-28,Standard,49.99,49.99,Active,Spin,Lahore,13.1,1,28,60.2,2025-08-31,7
M0237,Male,31,25-34,2022-11-14,Basic,29.99,29.99,Active,Yoga,Rawalpindi,33.6,1,6,58.3,2025-08-03,4
M0238,Female,42,35-44,2022-05-10,Basic,29.99,29.99,Expired,HIIT,Islamabad,39.8,0,0,0.0,,0
M0239,Female,53,45-54,2022-09-18,Standard,49.99,49.99,Expired,Zumba,Islamabad,35.4,0,11,50.6,2025-08-22,3
M0240,Male,27,25-34,2024-10-30,Basic,29.99,29.99,Active,Cardio,Multan,10.1,1,11,52.5,2025-08-19,6
M0241,Male,18,18-24,2022-05-13,Basic,29.99,29.99,Expired,Pilates,Rawalpindi,39.7,0,2,57.5,2025-06-07,2
M0242,Male,61,55+,2023-11-18,Premium,79.99,79.99,Active,Zumba,Multan,21.5,1,20,54.6,2025-08-21,8
M0243,Male,31,25-34,2023-09-12,Standard,49.99,49.99,Active,Zumba,Faisalabad,23.7,1,14,60.3,2025-08-29,6
M0244,Male,52,45-54,2024-11-09,Basic,29.99,29.99,Expired,Spin,Islamabad,9.7,0,14,59.9,2025-08-22,5
M0245,Male,29,25-34,2024-04-16,Basic,29.99,29.99,Expired,Spin,Karachi,16.5,0,11,66.1,2025-08-27,3
M0246,Male,56,55+,2022-05-06,Annual,33.33,399.99,Active,Zumba,Islamabad,39.9,1,12,60.2,2025-08-29,5
M0247,Male,62,55+,2024-07-07,Premium,79.99,79.99,Active,HIIT,Karachi,13.8,1,26,52.0,2025-08-09,7
M0248,Female,18,18-24,2024-06-10,Premium,79.99,79.99,Cancelled,Spin,Multan,14.7,0,0,0.0,,0
M0249,Female,18,18-24,2023-06-01,Annual,33.33,399.99,Active,HIIT,Islamabad,27.0,1,18,51.3,2025-08-26,8
M0250,Female,64,55+,2022-04-24,Basic,29.99,29.99,Cancelled,Cardio,Islamabad,40.3,0,7,53.6,2025-08-22,4
M0251,Female,36,35-44,2022-12-11,Premium,79.99,79.99,Expired,Pilates,Faisalabad,32.7,0,0,0.0,,0
M0252,Other,19,18-24,2024-12-28,Standard,49.99,49.99,Active,Pilates,Lahore,8.1,1,9,60.3,2025-08-24,4
M0253,Female,48,45-54,2023-11-19,Premium,79.99,79.99,Active,Cardio,Karachi,21.4,1,29,50.7,2025-08-17,8
M0254,Female,51,45-54,2023-05-09,Annual,33.33,399.99,Active,Yoga,Islamabad,27.8,1,21,56.8,2025-08-30,7
M0255,Male,18,18-24,2024-04-01,Standard,49.99,49.99,Active,Zumba,Faisalabad,17.0,1,15,56.3,2025-08-16,4
M0256,Male,49,45-54,2024-04-07,Standard,49.99,49.99,Expired,Cardio,Multan,16.8,0,6,46.5,2025-08-10,5
M0257,Male,19,18-24,2024-05-16,Basic,29.99,29.99,Expired,Strength Training,Faisalabad,15.5,0,13,54.5,2025-08-13,7
M0258,Male,46,45-54,2022-11-24,Standard,49.99,49.99,Active,Cardio,Faisalabad,33.2,1,12,65.9,2025-08-14,5
M0259,Male,32,25-34,2022-10-31,Standard,49.99,49.99,Active,Zumba,Multan,34.0,1,8,59.6,2025-08-27,4
M0260,Male,38,35-44,2023-05-13,Premium,79.99,79.99,Active,Zumba,Faisalabad,27.7,1,26,54.8,2025-08-24,8
M0261,Male,32,25-34,2023-02-03,Basic,29.99,29.99,Cancelled,Spin,Multan,30.9,0,2,73.0,2025-03-30,2
M0262,Male,63,55+,2024-02-26,Basic,29.99,29.99,Active,Zumba,Rawalpindi,18.2,1,12,59.5,2025-08-22,6
M0263,Female,47,45-54,2022-10-18,Standard,49.99,49.99,Active,Yoga,Faisalabad,34.5,1,24,51.1,2025-08-29,7
M0264,Female,24,18-24,2023-10-06,Premium,79.99,79.99,Active,HIIT,Faisalabad,22.9,1,40,51.4,2025-08-30,9
M0265,Male,59,55+,2022-06-08,Premium,79.99,79.99,Active,CrossFit,Rawalpindi,38.8,1,22,49.7,2025-08-27,9
M0266,Female,38,35-44,2023-07-13,Annual,33.33,399.99,Active,Yoga,Karachi,25.7,1,45,60.2,2025-08-31,9
M0267,Female,59,55+,2023-06-05,Standard,49.99,49.99,Active,CrossFit,Lahore,26.9,1,23,51.9,2025-08-17,7
M0268,Female,36,35-44,2024-05-08,Premium,79.99,79.99,Active,Zumba,Karachi,15.8,1,25,62.8,2025-08-19,6
M0269,Male,50,45-54,2024-05-06,Basic,29.99,29.99,Expired,Spin,Lahore,15.9,0,12,51.6,2025-08-24,7
M0270,Male,38,35-44,2023-04-28,Annual,33.33,399.99,Active,CrossFit,Faisalabad,28.2,1,19,50.1,2025-08-26,7
M0271,Male,27,25-34,2023-02-23,Standard,49.99,49.99,Active,Spin,Faisalabad,30.3,1,10,55.7,2025-08-15,6
M0272,Female,52,45-54,2023-03-17,Standard,49.99,49.99,Cancelled,HIIT,Islamabad,29.5,0,7,63.9,2025-07-06,4
M0273,Male,56,55+,2023-09-29,Premium,79.99,79.99,Expired,Pilates,Islamabad,23.1,0,11,62.5,2025-08-20,4
M0274,Male,53,45-54,2023-07-08,Annual,33.33,399.99,Expired,Yoga,Rawalpindi,25.8,0,10,47.3,2025-08-31,6
M0275,Female,58,55+,2022-03-14,Standard,49.99,49.99,Active,Spin,Lahore,41.6,1,9,50.8,2025-08-28,5
M0276,Female,44,35-44,2024-04-07,Basic,29.99,29.99,Cancelled,CrossFit,Multan,16.8,0,7,53.9,2025-08-14,4
M0277,Male,20,18-24,2022-03-08,Standard,49.99,49.99,Active,HIIT,Rawalpindi,41.8,1,21,58.0,2025-08-29,9
M0278,Male,40,35-44,2024-02-09,Standard,49.99,49.99,Cancelled,CrossFit,Multan,18.7,0,0,0.0,,0
M0279,Male,33,25-34,2023-03-29,Basic,29.99,29.99,Expired,Pilates,Lahore,29.1,0,2,45.0,2025-08-02,1
M0280,Other,29,25-34,2022-02-24,Premium,79.99,79.99,Active,Strength Training,Multan,42.2,1,24,55.6,2025-08-31,8
M0281,Female,22,18-24,2022-08-25,Basic,29.99,29.99,Cancelled,CrossFit,Rawalpindi,36.2,0,7,43.6,2025-08-07,5
M0282,Male,23,18-24,2022-11-17,Premium,79.99,79.99,Active,CrossFit,Lahore,33.5,1,25,53.0,2025-08-13,6
M0283,Male,51,45-54,2024-10-09,Premium,79.99,79.99,Expired,Cardio,Lahore,10.7,0,6,51.7,2025-08-04,2
M0284,Female,19,18-24,2022-04-24,Standard,49.99,49.99,Active,Yoga,Lahore,40.3,1,21,59.7,2025-08-26,7
M0285,Female,21,18-24,2024-04-14,Standard,49.99,49.99,Active,Pilates,Islamabad,16.6,1,27,53.8,2025-08-25,8
M0286,Male,54,45-54,2023-02-10,Standard,49.99,49.99,Cancelled,Cardio,Lahore,30.7,0,4,48.8,2025-08-05,3
M0287,Female,47,45-54,2022-02-11,Standard,49.99,49.99,Expired,Pilates,Multan,42.6,0,8,62.1,2025-08-01,4
M0288,Male,31,25-34,2022-05-14,Basic,29.99,29.99,Active,Spin,Islamabad,39.6,1,22,56.0,2025-08-29,7
M0289,Female,31,25-34,2023-08-01,Basic,29.99,29.99,Active,CrossFit,Karachi,25.0,1,26,57.2,2025-08-27,8
M0290,Male,48,45-54,2024-03-03,Standard,49.99,49.99,Active,Pilates,Multan,18.0,1,14,50.1,2025-08-23,4
M0291,Female,58,55+,2022-08-26,Basic,29.99,29.99,Active,Spin,Faisalabad,36.2,1,9,61.4,2025-08-05,3
M0292,Male,42,35-44,2023-04-27,Basic,29.99,29.99,Active,Spin,Rawalpindi,28.2,1,27,54.9,2025-08-28,8
M0293,Female,30,25-34,2024-11-01,Annual,33.33,399.99,Active,Cardio,Karachi,10.0,1,46,51.6,2025-08-27,9
M0294,Male,46,45-54,2024-09-15,Basic,29.99,29.99,Expired,HIIT,Rawalpindi,11.5,0,5,42.2,2025-07-27,5
M0295,Male,36,35-44,2023-10-25,Basic,29.99,29.99,Active,Yoga,Karachi,22.2,1,12,48.4,2025-08-22,5
M0296,Other,32,25-34,2023-01-17,Annual,33.33,399.99,Active,Strength Training,Lahore,31.5,1,40,53.4,2025-08-31,8
M0297,Female,24,18-24,2022-05-29,Basic,29.99,29.99,Active,Cardio,Lahore,39.1,1,22,51.2,2025-08-23,9
M0298,Female,46,45-54,2024-02-24,Basic,29.99,29.99,Active,Cardio,Multan,18.2,1,14,57.9,2025-08-19,7
M0299,Male,52,45-54,2024-12-22,Premium,79.99,79.99,Active,Cardio,Multan,8.3,1,14,48.0,2025-07-21,6
M0300,Male,19,18-24,2023-03-31,Premium,79.99,79.99,Expired,Spin,Multan,29.1,0,12,63.0,2025-08-04,6
M0301,Female,56,55+,2024-01-12,Basic,29.99,29.99,Expired,Spin,Faisalabad,19.6,0,9,57.6,2025-07-27,5
M0302,Female,54,45-54,2022-08-30,Standard,49.99,49.99,Active,Cardio,Lahore,36.1,1,23,53.3,2025-08-29,9
M0303,Female,38,35-44,2024-09-21,Basic,29.99,29.99,Expired,Zumba,Faisalabad,11.3,0,14,61.4,2025-07-16,7
M0304,Male,35,35-44,2023-05-25,Basic,29.99,29.99,Active,Yoga,Faisalabad,27.3,1,5,51.6,2025-07-05,4
M0305,Male,58,55+,2023-07-08,Premium,79.99,79.99,Cancelled,CrossFit,Lahore,25.8,0,3,43.0,2025-08-04,2
M0306,Male,46,45-54,2023-03-01,Premium,79.99,79.99,Active,HIIT,Karachi,30.1,1,43,55.1,2025-08-23,9
M0307,Male,51,45-54,2022-08-20,Standard,49.99,49.99,Expired,Pilates,Lahore,36.4,0,14,61.1,2025-08-02,6
M0308,Male,62,55+,2022-03-20,Annual,33.33,399.99,Active,CrossFit,Rawalpindi,41.4,1,35,55.7,2025-08-29,9
M0309,Male,25,25-34,2023-03-25,Standard,49.99,49.99,Active,Strength Training,Lahore,29.3,1,26,51.3,2025-08-27,8
M0310,Female,37,35-44,2023-02-12,Basic,29.99,29.99,Active,HIIT,Multan,30.6,1,22,52.6,2025-08-28,7
M0311,Male,45,45-54,2023-03-12,Premium,79.99,79.99,Expired,HIIT,Faisalabad,29.7,0,5,55.4,2025-07-24,2
M0312,Male,27,25-34,2024-02-12,Premium,79.99,79.99,Expired,CrossFit,Rawalpindi,18.6,0,9,55.6,2025-08-07,5
M0313,Male,20,18-24,2022-12-26,Standard,49.99,49.99,Active,Pilates,Rawalpindi,32.2,1,13,66.0,2025-08-30,7
M0314,Female,27,25-34,2022-06-18,Annual,33.33,399.99,Active,Cardio,Islamabad,38.5,1,49,52.2,2025-08-25,9
M0315,Female,48,45-54,2024-02-09,Standard,49.99,49.99,Expired,CrossFit,Rawalpindi,18.7,0,10,60.2,2025-08-04,6
M0316,Male,35,35-44,2023-06-07,Basic,29.99,29.99,Active,Yoga,Islamabad,26.8,1,28,54.8,2025-08-20,9
M0317,Male,39,35-44,2024-04-25,Standard,49.99,49.99,Expired,Cardio,Faisalabad,16.2,0,3,61.7,2025-08-01,3
M0318,Male,49,45-54,2023-11-17,Basic,29.99,29.99,Cancelled,Zumba,Lahore,21.5,0,3,66.0,2025-08-01,3
M0319,Male,30,25-34,2024-02-19,Annual,33.33,399.99,Active,Pilates,Multan,18.4,1,28,54.0,2025-08-26,8
M0320,Male,28,25-34,2022-08-26,Premium,79.99,79.99,Expired,Pilates,Islamabad,36.2,0,12,50.2,2025-08-27,4
M0321,Male,19,18-24,2023-06-18,Standard,49.99,49.99,Expired,Zumba,Rawalpindi,26.5,0,10,65.9,2025-07-28,4
M0322,Female,40,35-44,2022-10-10,Annual,33.33,399.99,Active,Spin,Multan,34.7,1,23,55.4,2025-08-31,7
M0323,Male,36,35-44,2023-02-25,Standard,49.99,49.99,Active,Pilates,Rawalpindi,30.2,1,22,54.7,2025-08-25,8
M0324,Female,18,18-24,2022-05-16,Standard,49.99,49.99,Active,Strength Training,Lahore,39.6,1,22,49.5,2025-08-30,9
M0325,Female,38,35-44,2024-05-23,Premium,79.99,79.99,Active,Zumba,Islamabad,15.3,1,43,56.7,2025-08-30,9
M0326,Female,26,25-34,2024-07-11,Premium,79.99,79.99,Active,Pilates,Karachi,13.7,1,38,53.5,2025-08-28,8
M0327,Male,31,25-34,2023-08-25,Premium,79.99,79.99,Cancelled,HIIT,Faisalabad,24.2,0,3,56.3,2025-08-19,2
M0328,Female,23,18-24,2024-11-09,Standard,49.99,49.99,Active,Spin,Karachi,9.7,1,20,48.8,2025-08-31,6
M0329,Female,27,25-34,2022-05-12,Standard,49.99,49.99,Expired,Strength Training,Karachi,39.7,0,8,62.5,2025-08-27,6
M0330,Male,55,55+,2024-04-01,Premium,79.99,79.99,Active,Cardio,Lahore,17.0,1,14,52.7,2025-08-31,5
M0331,Male,21,18-24,2024-07-29,Basic,29.99,29.99,Expired,Strength Training,Faisalabad,13.1,0,3,59.3,2025-08-04,2
M0332,Female,41,35-44,2022-12-02,Basic,29.99,29.99,Expired,HIIT,Islamabad,33.0,0,11,46.9,2025-08-08,5
M0333,Male,63,55+,2022-06-08,Basic,29.99,29.99,Active,CrossFit,Faisalabad,38.8,1,23,58.0,2025-08-26,6
M0334,Female,48,45-54,2025-01-04,Premium,79.99,79.99,Expired,Strength Training,Faisalabad,7.9,0,14,52.9,2025-08-21,7
M0335,Male,50,45-54,2024-01-10,Basic,29.99,29.99,Expired,Cardio,Lahore,19.7,0,13,51.5,2025-08-30,7
M0336,Male,62,55+,2024-02-02,Premium,79.99,79.99,Expired,Pilates,Rawalpindi,19.0,0,4,53.0,2025-06-02,2
M0337,Other,23,18-24,2023-10-22,Premium,79.99,79.99,Active,Cardio,Islamabad,22.3,1,33,51.9,2025-08-30,9
M0338,Male,27,25-34,2022-05-17,Annual,33.33,399.99,Active,Spin,Islamabad,39.5,1,35,56.4,2025-08-30,8
M0339,Female,62,55+,2022-09-11,Standard,49.99,49.99,Expired,Strength Training,Karachi,35.7,0,0,0.0,,0
M0340,Male,46,45-54,2023-07-01,Standard,49.99,49.99,Cancelled,Cardio,Lahore,26.1,0,4,54.8,2025-08-28,4
M0341,Female,23,18-24,2024-07-05,Standard,49.99,49.99,Active,Pilates,Karachi,13.9,1,15,53.9,2025-08-20,7
M0342,Male,23,18-24,2024-07-19,Standard,49.99,49.99,Expired,Pilates,Rawalpindi,13.4,0,8,46.8,2025-08-22,5
M0343,Female,42,35-44,2022-07-07,Standard,49.99,49.99,Cancelled,Pilates,Rawalpindi,37.8,0,2,58.5,2025-08-15,1
M0344,Male,52,45-54,2023-09-10,Basic,29.99,29.99,Active,Pilates,Karachi,23.7,1,16,57.6,2025-08-28,7
M0345,Male,53,45-54,2022-07-24,Basic,29.99,29.99,Active,Cardio,Karachi,37.3,1,28,59.7,2025-08-31,9
M0346,Female,50,45-54,2022-09-07,Standard,49.99,49.99,Active,Pilates,Karachi,35.8,1,24,54.9,2025-08-13,9
M0347,Female,32,25-34,2023-11-03,Premium,79.99,79.99,Cancelled,Spin,Karachi,21.9,0,0,0.0,,0
M0348,Other,54,45-54,2023-05-07,Premium,79.99,79.99,Expired,HIIT,Faisalabad,27.9,0,13,52.4,2025-08-27,7
M0349,Female,38,35-44,2024-09-10,Standard,49.99,49.99,Active,Yoga,Faisalabad,11.7,1,26,53.7,2025-08-22,8
M0350,Male,59,55+,2023-03-01,Basic,29.99,29.99,Expired,Pilates,Lahore,30.1,0,7,58.3,2025-08-15,4
M0351,Female,45,45-54,2023-08-16,Annual,33.33,399.99,Active,Yoga,Multan,24.5,1,40,56.0,2025-08-23,9
M0352,Female,23,18-24,2022-06-26,Standard,49.99,49.99,Active,HIIT,Faisalabad,38.2,1,22,58.7,2025-08-28,7
M0353,Female,51,45-54,2022-01-22,Premium,79.99,79.99,Expired,Strength Training,Faisalabad,43.3,0,8,49.9,2025-08-22,4
M0354,Female,27,25-34,2023-08-11,Basic,29.99,29.99,Active,Strength Training,Lahore,24.7,1,16,52.4,2025-08-25,5
M0355,Male,43,35-44,2024-08-17,Standard,49.99,49.99,Cancelled,Pilates,Rawalpindi,12.5,0,7,62.0,2025-08-21,6
M0356,Female,32,25-34,2022-08-02,Basic,29.99,29.99,Active,Cardio,Multan,37.0,1,17,53.3,2025-08-25,8
M0357,Male,19,18-24,2024-09-27,Standard,49.99,49.99,Expired,Pilates,Islamabad,11.1,0,6,62.5,2025-08-20,4
M0358,Male,23,18-24,2024-12-03,Standard,49.99,49.99,Active,Zumba,Lahore,8.9,1,19,55.2,2025-08-20,6
M0359,Male,28,25-34,2023-01-14,Standard,49.99,49.99,Expired,HIIT,Rawalpindi,31.6,0,11,60.7,2025-08-27,5
M0360,Female,25,25-34,2023-04-21,Premium,79.99,79.99,Active,Zumba,Multan,28.4,1,48,55.9,2025-08-31,9
M0361,Male,19,18-24,2023-07-08,Standard,49.99,49.99,Expired,Strength Training,Faisalabad,25.8,0,8,62.6,2025-08-09,6
M0362,Male,55,55+,2022-09-16,Annual,33.33,399.99,Active,Yoga,Faisalabad,35.5,1,48,56.5,2025-08-29,8
M0363,Female,21,18-24,2024-07-16,Premium,79.99,79.99,Active,Pilates,Multan,13.5,1,31,58.5,2025-08-23,9
M0364,Other,33,25-34,2023-06-28,Basic,29.99,29.99,Expired,Spin,Faisalabad,26.1,0,12,55.2,2025-08-24,7
M0365,Female,55,55+,2023-11-01,Standard,49.99,49.99,Active,Strength Training,Islamabad,22.0,1,11,65.0,2025-08-29,3
M0366,Male,51,45-54,2022-05-11,Standard,49.99,49.99,Expired,Pilates,Faisalabad,39.7,0,14,50.1,2025-08-17,5
M0367,Female,55,55+,2022-08-15,Basic,29.99,29.99,Cancelled,Strength Training,Rawalpindi,36.6,0,5,55.6,2025-08-24,4
M0368,Male,41,35-44,2024-07-31,Premium,79.99,79.99,Active,Strength Training,Rawalpindi,13.0,1,49,53.2,2025-08-30,8
M0369,Female,45,45-54,2023-04-21,Standard,49.99,49.99,Active,Pilates,Lahore,28.4,1,8,46.9,2025-08-29,4
M0370,Male,64,55+,2024-09-07,Standard,49.99,49.99,Cancelled,Strength Training,Lahore,11.8,0,3,58.3,2025-05-23,3
M0371,Female,22,18-24,2022-10-06,Standard,49.99,49.99,Active,Pilates,Islamabad,34.9,1,9,57.1,2025-08-23,4
M0372,Male,51,45-54,2024-07-19,Basic,29.99,29.99,Expired,CrossFit,Rawalpindi,13.4,0,13,62.1,2025-08-01,6
M0373,Female,18,18-24,2024-12-06,Basic,29.99,29.99,Cancelled,Zumba,Islamabad,8.8,0,1,27.0,2025-08-24,1
M0374,Male,32,25-34,2023-05-31,Annual,33.33,399.99,Active,Strength Training,Lahore,27.1,1,28,55.5,2025-08-31,8
M0375,Male,29,25-34,2024-08-06,Premium,79.99,79.99,Cancelled,Yoga,Islamabad,12.8,0,2,25.0,2025-04-17,1
M0376,Female,23,18-24,2024-04-24,Annual,33.33,399.99,Active,Zumba,Islamabad,16.3,1,34,52.5,2025-08-29,7
M0377,Male,25,25-34,2024-06-06,Standard,49.99,49.99,Active,Strength Training,Multan,14.8,1,19,56.4,2025-07-29,7
M0378,Female,31,25-34,2023-08-19,Basic,29.99,29.99,Active,Zumba,Multan,24.4,1,10,56.1,2025-07-31,4
M0379,Female,36,35-44,2022-03-24,Annual,33.33,399.99,Expired,Cardio,Faisalabad,41.3,0,7,54.4,2025-08-26,4
M0380,Female,36,35-44,2024-12-22,Standard,49.99,49.99,Expired,Pilates,Multan,8.3,0,3,58.3,2025-07-27,2
M0381,Male,50,45-54,2023-11-07,Basic,29.99,29.99,Active,Yoga,Multan,21.8,1,15,54.3,2025-08-28,5
M0382,Female,47,45-54,2024-03-31,Basic,29.99,29.99,Active,Strength Training,Rawalpindi,17.0,1,10,55.8,2025-08-02,5
M0383,Male,63,55+,2024-09-14,Annual,33.33,399.99,Active,CrossFit,Faisalabad,11.6,1,28,56.3,2025-08-27,8
M0384,Male,52,45-54,2024-12-21,Premium,79.99,79.99,Active,Pilates,Karachi,8.3,1,39,56.0,2025-08-28,8
M0385,Male,20,18-24,2023-10-23,Basic,29.99,29.99,Cancelled,Spin,Faisalabad,22.3,0,1,23.0,2025-06-27,1
M0386,Male,18,18-24,2024-11-24,Premium,79.99,79.99,Cancelled,Zumba,Rawalpindi,9.2,0,7,66.3,2025-08-26,6
M0387,Male,58,55+,2023-03-14,Standard,49.99,49.99,Expired,Cardio,Faisalabad,29.6,0,10,63.2,2025-08-19,5
M0388,Female,37,35-44,2023-02-10,Standard,49.99,49.99,Expired,Strength Training,Rawalpindi,30.7,0,4,48.2,2025-07-21,1
M0389,Female,62,55+,2022-12-14,Basic,29.99,29.99,Active,Cardio,Karachi,32.6,1,26,52.6,2025-08-31,9
M0390,Male,40,35-44,2022-12-13,Premium,79.99,79.99,Active,Pilates,Lahore,32.6,1,40,52.3,2025-08-30,9
M0391,Male,25,25-34,2023-07-27,Standard,49.99,49.99,Active,HIIT,Lahore,25.2,1,22,56.0,2025-08-29,8
M0392,Male,57,55+,2023-03-17,Standard,49.99,49.99,Active,CrossFit,Faisalabad,29.5,1,13,59.3,2025-08-27,6
M0393,Male,25,25-34,2023-10-15,Standard,49.99,49.99,Cancelled,Cardio,Lahore,22.6,0,2,57.0,2025-05-01,2
M0394,Male,59,55+,2023-08-25,Standard,49.99,49.99,Active,Pilates,Lahore,24.2,1,19,50.8,2025-08-30,8
M0395,Female,56,55+,2024-03-27,Standard,49.99,49.99,Active,Zumba,Faisalabad,17.2,1,14,52.8,2025-08-30,4
M0396,Male,63,55+,2024-02-18,Basic,29.99,29.99,Active,CrossFit,Rawalpindi,18.4,1,28,55.3,2025-08-29,8
M0397,Female,62,55+,2022-01-19,Standard,49.99,49.99,Cancelled,CrossFit,Lahore,43.4,0,5,57.6,2025-08-16,3
M0398,Female,25,25-34,2023-08-25,Annual,33.33,399.99,Expired,Pilates,Multan,24.2,0,12,50.2,2025-08-16,6
M0399,Female,37,35-44,2024-10-01,Premium,79.99,79.99,Active,HIIT,Rawalpindi,11.0,1,41,58.1,2025-08-30,9
M0400,Male,54,45-54,2024-09-16,Premium,79.99,79.99,Expired,Cardio,Rawalpindi,11.5,0,13,55.9,2025-08-18,8
M0401,Male,56,55+,2022-11-28,Basic,29.99,29.99,Active,Spin,Lahore,33.1,1,10,60.4,2025-08-31,6
M0402,Male,27,25-34,2022-07-21,Standard,49.99,49.99,Expired,Strength Training,Multan,37.4,0,7,61.4,2025-08-27,6
M0403,Female,37,35-44,2023-12-14,Standard,49.99,49.99,Cancelled,Spin,Karachi,20.6,0,7,45.9,2025-08-31,4
M0404,Female,34,25-34,2023-01-22,Standard,49.99,49.99,Active,Cardio,Islamabad,31.3,1,22,50.5,2025-08-25,9
M0405,Female,43,35-44,2022-08-23,Standard,49.99,49.99,Expired,Pilates,Lahore,36.3,0,6,64.3,2025-07-10,3
M0406,Female,55,55+,2022-08-11,Standard,49.99,49.99,Cancelled,Pilates,Islamabad,36.7,0,0,0.0,,0
M0407,Female,55,55+,2023-02-24,Premium,79.99,79.99,Active,Cardio,Rawalpindi,30.2,1,15,44.3,2025-08-21,7
M0408,Male,40,35-44,2022-07-14,Annual,33.33,399.99,Cancelled,CrossFit,Karachi,37.6,0,4,67.2,2025-07-23,2
M0409,Male,24,18-24,2023-11-10,Standard,49.99,49.99,Active,CrossFit,Lahore,21.7,1,16,49.7,2025-08-06,7
M0410,Female,35,35-44,2023-07-13,Basic,29.99,29.99,Active,Strength Training,Islamabad,25.7,1,26,56.1,2025-08-09,8
M0411,Female,22,18-24,2022-05-06,Standard,49.99,49.99,Active,CrossFit,Rawalpindi,39.9,1,28,54.4,2025-08-30,8
